PUBLICATION_DATE,UID,SITE_ID,VISIT_NO,DATE_COL,YEAR,LAT_DD83,LON_DD83,SITE_CLASS,VALXSITE,USE_NRSA,XLAT_DD,XLON_DD,STRAHLERORDER,GREAT_RIVER,FW_ECO3,FW_ECO9,ECO10,PROTOCOL,REACHLEN,IP_SCORE,LTMXSIZE,LTMXSPP,CONSTRAINT,CONPATTERN,LDCBF_G08,LRBS_G08,LDMB_BW5,LRBS_BW5,LSUB_DMM,LSUB_DMM_NOR,PCT_BDRK,PCT_BIGR,PCT_HP,PCT_FN,PCT_SAFN,PCT_SFGF,PCT_SFG,PCT_DR,PCT_DRS,PCT_FAST,PCT_SLOW,PCT_SIDE,RP100,XBKF_H,XBKF_W,XSLOPE,XINC_H,XWD_RAT,XDEPTH_CM,XWIDTH,XWXD,SDDEPTH_CM,SDWIDTH,SDWXD,BFWD_RAT,SINU,V1WM100,V1W_MSQ,W1H_CROP,W1H_WALL,W1_HAG,W1_HALL,W1_HNOAG,XEMBED,XFC_ALG,XFC_AQM,XFC_LWD,XFC_NAT,XCDENBK,XCDENMID,XC,XCL,XCMGW,XCMG,XGB,XGH,XGW,BANGMODE,PCT_BH,PCT_SIDE.1,XSHOR2VG,LITSB1_FN,LITSB1_SF,LITSB1_SFGF,LITSB12_FN,LITSB12_SF,QRVEG1,QR1,RDIST1,CVDTH,RPRAT,CVWIDTH,CVWXD,LWDEQVOL_MSQ,LWDEQVOLM100,PHAB_COM
2/3/2015,10829,FW08DE001,2,3-Sep-08,2008,39.3588435,-75.67549416,PROB,INTWADE,NO,39.35916667,75.67527778,2nd,,PLNLOW,CPL,,WADEABLE,148.5,0,L,Maple/Boxelder,UNC_BROAD,BRAIDED,0.766039467,-1.740727389,1.023311474,-1.997999396,-0.974687923,-0.974687923,0,3.80952381,0,37.14285714,93.33333333,95.23809524,98.0952381,30,,0,70,0,9.538146056,0.245454545,2.554545455,0.54260889,0.372727273,13.60179814,13.93,1.5,0.36095,12.93125179,1.213520325,0.419651669,8.589225023,1.163480452,0.701683502,0.002746804,0,0,0,0.030304545,0.030304545,95.18181818,0,0.040909091,0.004545455,0.440909091,77.00534759,74.06417112,0.138636364,0.075,0.354545455,1.1375,0.020454545,0.694318182,0.140909091,,0,0,,,,,,,0.259545455,0.584586953,0.029413192,0.928302354,0.684719746,0.80901355,1.162631028,0.002746804,0.701683502,
2/3/2015,10842,FW08DE013,1,13-Aug-08,2008,39.7302915,-75.59800358,PROB,WADEABLE,YES,39.73055556,75.59805556,3rd,,PLNLOW,CPL,,WADEABLE,316.8,0,L,Maple/Boxelder,CON_VSHAPED,SINGLE,-0.035047182,0.391287852,0.063051119,0.293189551,0.35624067,0.35624067,0,38.0952381,0,10.47619048,46.66666667,60.95238095,90.47619048,0,,9,91,3,15.82032823,0.090909091,9.281818182,0.076096071,0.654545455,40.78099555,28.94,8.835,2.53,21.46212073,1.080095025,1.516310932,30.47586201,1.02063709,0.133207071,0.000143514,0,0.090909091,0,1.227272727,1.227272727,73.27272727,0,0,0.004545455,0.168181818,97.59358289,93.31550802,0.102272727,0.034090909,0.239772727,0.706818182,0.320454545,0.321590909,0.082954545,,0,3,,,,,,,0.207897727,0.45032119,0.551020408,0.741607489,0.54665958,0.122251842,0.599332384,0.000123789,0.11489899,
2/3/2015,10854,FW08NV003,1,16-Jun-08,2008,40.31657757,-116.901529,PROB,WADEABLE,YES,40.31519,116.9035,1st,,WMTNS,XER,XE-SOUTH,WADEABLE,148.5,0,,,CON_VSHAPED,SINGLE,2.323289691,-0.761783505,2.014674087,-0.4531679,1.561506186,1.561506186,0,80,0,8.571428571,8.571428571,20,45.71428571,0,,15,85,0,0.506709509,0.381818182,1.781818182,3.430692054,2.509090909,15.19583333,6.34,0.97,0.0649,1.765093639,0.31472628,0.027408988,3.809075055,1.047072926,0,0,0,0,0.560609091,1.124259091,0.56365,41.81818182,0.027272727,0.05,0,0.302272727,4.278074866,2.139037433,0,0,0.464772727,0.796590909,0.148863636,0.272727273,0.095454545,,0,0,,,,,,,0.309147727,0.272148269,0.529247631,0.278405937,0.079922635,0.324460083,0.422326474,0,0,
2/3/2015,10856,FW08NV069,1,6-Aug-08,2008,41.88666095,-114.6866143,PROB,WADEABLE,YES,41.88662,114.68625,6th,,WMTNS,XER,XE-NORTH,WADEABLE,,0,L,Poplar/Cottonwood,CON_BROAD,SINGLE,,,1.941869376,-1.521676119,0.420193257,0.420193257,0,38.0952381,0,13.33333333,35.23809524,61.9047619,95.23809524,0,,14,86,0,19.28985878,0.6,13.68181818,1.375,1.390909091,27.49696472,52.16,11.01764706,5.964882353,25.4092642,3.478368025,3.989382156,14.07894178,2.001994,,,0,0,1.5,1.568181818,0.068181818,67.27272727,0.045454545,0.063636364,0,0.277272727,33.15508021,0.267379679,0.131818182,0,0.945454545,1.426136364,0.071590909,0.273863636,0.443181818,,0,0,,,,,,,0.525454545,0.433585434,0.610619469,0.487140801,,0.31570879,0.668811541,,,
2/3/2015,10857,FW08NV003,2,5-Aug-08,2008,40.31657757,-116.901529,PROB,WADEABLE,NO,40.31533,116.90303,1st,,WMTNS,XER,XE-SOUTH,WADEABLE,,0,,,CON_VSHAPED,SINGLE,,,2.355714625,-0.686664868,1.669049756,1.669049756,0,76.47058824,0,0,1.176470588,22.35294118,62.35294118,6.25,,0,93.75,0,0.832893694,0.4,2.055555556,8.012403,1.211111111,32,2.1625,0.433333333,0.0066,2.771663806,0.129099445,0.003756898,4.660783139,1.999376,,,0,0,1.5,2.583333333,1.083333333,42.22222222,0.094444444,0.197222222,0,0.35,28.43137255,16.33986928,0,0,0.877777778,1.025,0.248611111,0.1,0.457352941,,0,0,,,,,,,0.495,0.366331964,0.720930233,1.281694246,,0.297921796,0.569227033,,,
2/3/2015,10858,FW08NV004,1,9-Jul-08,2008,40.90311286,-115.224256,PROB,WADEABLE,YES,40.90332,115.22452,2nd,,WMTNS,XER,XE-SOUTH,WADEABLE,148.5,0,L,Poplar/Cottonwood,CON_VSHAPED,SINGLE,3.016303767,-0.885059054,2.697010412,-0.565765698,2.131244714,2.131244714,0,90.47619048,0,1.904761905,2.857142857,5.714285714,20,0,,62,38,1,2.193543243,0.5,2.7,12.76734955,1.145454545,22.38410062,11.23,1.605,0.18155,7.779609452,0.826199288,0.237077042,4.942632435,1.117601022,2.865319865,0.010612296,0,0,0.818195455,0.818195455,0,37.90909091,0.009090909,0.065909091,0.045454545,1.845454545,97.32620321,96.65775401,0.470454545,0.0875,1.375,2.281818182,0.025,0.501136364,0.4125,,0,1,,,,,,,0.71875,0.727980116,0.450004125,0.6927524,0.195328873,0.514765911,1.305849858,0.008297793,2.24040404,
2/3/2015,10871,FW08NV004,2,7-Aug-08,2008,40.90311286,-115.224256,PROB,WADEABLE,NO,40.9032,115.22411,2nd,,WMTNS,XER,XE-SOUTH,WADEABLE,,0,L,Poplar/Cottonwood,UNC_NARROW,SINGLE,,,,,1.958953114,1.958953114,0,93.33333333,0,0,2.222222222,6.666666667,31.11111111,0,,40.90909091,59.09090909,0,3.08733236,0.46,2.64,15.675,0.88,23.56052036,10.84090909,1.4125,0.2515,8.802597877,0.543631966,0.334883775,4.942137856,2.01182,,,0,0,1,1,0,33.2,0.03,0.03,0.03,2.155,94.11764706,92.64705882,0.475,0.115,1.2675,1.6925,0.04,0.2825,0.38,,0,0,,,,,,,0.670375,0.682163151,0.5,0.811979678,,0.384872188,1.331545826,,,
2/3/2015,10872,FW08NV005,1,12-Jun-08,2008,39.21792949,-117.0595203,PROB,WADEABLE,YES,39.21791,117.05944,2nd,,WMTNS,XER,XE-SOUTH,WADEABLE,,0,M,,CON_BROAD,SINGLE,,,1.957139677,-2.21336149,-0.256221813,-0.256221813,0,36.66666667,0,40,57.77777778,63.33333333,88.88888889,0,,65.90909091,34.09090909,0,3.411222452,0.4,2.622222222,2.071511,0.966666667,7.018760137,27.26136364,1.8,0.489277778,6.827083183,0.274397736,0.140372951,3.780096498,2.001302,,,0,0.166666667,0.7778,1.006966667,0.229166667,76.22222222,0.161111111,0.372222222,0,0.797222222,64.37908497,49.01960784,0.033333333,0,0.511111111,0.883333333,0.186111111,0.288888889,0.094444444,,0,0,,,,,,,0.33,0.481617524,0.501735621,0.25043073,,0.152443187,0.286898276,,,
2/3/2015,10875,FW08NV006,1,24-Jun-08,2008,41.41766741,-116.0342696,PROB,WADEABLE,YES,41.41792,116.03426,2nd,,WMTNS,XER,XE-NORTH,WADEABLE,148.5,0,L,Snag,CON_VSHAPED,SINGLE,2.841753287,-1.499653852,2.526278156,-1.184178721,1.342099435,1.342099435,0,77.14285714,0,17.14285714,20,20,30.47619048,0,,69,31,3,4.473494004,2.136363636,4.954545455,2.12,1.263636364,16.08026676,24.75,3.752631579,0.892631579,6.275453221,0.955898891,0.227713565,8.219104628,1.157084433,6.372390572,0.012861706,0,0,0.6667,0.734881818,0.068181818,59.63636364,0.054545455,0.063636364,0.009090909,0.486363636,75.40106952,80.21390374,0.264772727,0.081818182,0.618181818,1.165909091,0.0475,0.403409091,0.166666667,,0,3,,,,,,,0.378181818,0.553668955,0.423591861,0.253553666,0.180747233,0.254727615,0.25510364,0.004978593,2.466666667,
2/3/2015,10876,FW08NV008,1,15-Jul-08,2008,41.71522014,-115.2289633,PROB,WADEABLE,YES,41.71519,115.22894,2nd,,WMTNS,XER,XE-NORTH,WADEABLE,223.5,0,L,Poplar/Cottonwood,UNC_NARROW,SINGLE,2.032997022,-0.935329206,2.043705836,-0.946038021,1.097667815,1.0180206,2.857142857,70.47619048,0,14.28571429,17.14285714,27.61904762,66.66666667,0,,65.33333333,34.66666667,18.66666667,11.38813411,0.445454545,9.281818182,2.494919,1.718181818,24.00757189,32.74666667,7.216666667,2.684555556,16.18441817,5.132279622,3.452347849,11.85948853,1.143671006,5.549888143,0.005979311,0,0,1.090909091,1.89395,0.803040909,51.09090909,0.05,0.140909091,0.068181818,0.890909091,71.12299465,36.89839572,0.215909091,0.043181818,0.993181818,1.435227273,0.092857143,0.26625,0.376190476,,2.857142857,18.66666667,,,,,,,0.546931818,0.519093451,0.654451528,0.494231011,0.347764682,0.711170386,1.286003503,0.005448096,5.056823266,
2/3/2015,10885,FW08NV009,1,10-Jun-08,2008,38.32750793,-114.2774604,PROB,WADEABLE,YES,38.32783,114.27724,1st,,WMTNS,XER,XE-SOUTH,WADEABLE,149,,M,Juniper,CON_BROAD,SINGLE,2.680034731,-2.799279221,2.22630498,-2.345549471,-0.119244491,-0.119244491,0,25.71428571,0,29.52380952,51.42857143,73.33333333,94.28571429,0,,94.66666667,5.333333333,0.67114094,0.116761745,0.23,0.988181818,8.83,0.798181818,10.28949735,5.113333333,0.489666667,0.024973333,1.388044188,0.165247637,0.009450267,3.395457705,1.013130152,0.077852349,0.000787834,0,0,1.5,1.5,0,72.63636364,0,0.190909091,0,0.411363636,,15.98793363,0,0,0.335227273,0.8125,0.189772727,0.311363636,0.143181818,,0,0.67114094,,,,,,,0.250852273,,0.6,0.271455839,0.022834761,0.337469647,0.378414309,0,0,
2/3/2015,10886,FW08NV010,1,25-Jun-08,2008,41.80682461,-115.7046045,PROB,WADEABLE,YES,41.80657,115.70509,3rd,,WMTNS,XER,XE-NORTH,WADEABLE,223.5,,M,Willow,UNC_NARROW,SINGLE,1.686236501,-3.72114874,1.828482893,-3.863395132,-2.034912239,-2.034912239,0,0.952380952,0,83.80952381,85.71428571,85.71428571,86.66666667,0,,91.12903226,8.870967742,11.47540984,4.179918699,0.3,3.272727273,1.922222222,0.354545455,10.10252651,25.34677419,2.268421053,0.542263158,6.159194799,0.686417942,0.194923872,6.274052838,1.246946352,0,0,0,0,1,1.33335,0.33335,94.82758621,0.020833333,0.233333333,0,1.570833333,83.15508021,82.9787234,0.004166667,0,1.016666667,2.127083333,0,0.711458333,0.447916667,,0,11.47540984,,,,,,,0.5575,0.587427785,0.571431633,0.242997186,0.164909296,0.302597236,0.359463609,0,0,
2/3/2015,10887,FW08NV011,1,25-Jun-08,2008,41.21398709,-116.3987168,PROB,WADEABLE,YES,41.21404,116.89885,3rd,,WMTNS,XER,XE-SOUTH,WADEABLE,,0,X,Willow,UNC_NARROW,SINGLE,,,2.367916286,-2.479325824,-0.111409539,-0.111409539,0,36.19047619,0,44.76190476,59.04761905,63.80952381,66.66666667,0,,6,94,2,7.62514131,0.7,9.781818182,3.842998,1.527272727,5.146824132,26.25,1.544444444,0.530944444,14.35859296,1.014728142,0.521722991,9.399583999,2.019975,,,0,0,1.477272727,1.477272727,0,80.18181818,0.711363636,0.486363636,0,0.445454545,2.406417112,0.802139037,0.004545455,0,0.102272727,0.798863636,0.081818182,0.696590909,0.05,,0,2,,,,,,,0.146022727,0.192839269,0.596330275,0.546994018,,0.657018222,0.98263198,,,
2/3/2015,10888,FW08NV012,1,3-Jun-08,2008,41.92147277,-119.4433402,PROB,WADEABLE,YES,41.92159,119.44321,2nd,,WMTNS,XER,XE-NORTH,WADEABLE,148.5,,,,UNC_BROAD,SINGLE,1.279540894,-1.727907896,1.2127717,-1.661138702,-0.448367002,-0.448367002,0,26.66666667,0,45.71428571,54.28571429,73.33333333,98.0952381,0,,4,96,0,2.956516739,0.254545455,1.6,0.683758775,0.272727273,9.707380446,12.35,1.092857143,0.131,3.435921355,0.24784788,0.048847457,4.394701091,1.027514886,0,0,0,0,0,0,0,73.09090909,0.004545455,0.181818182,0,0.072727273,0,6.818181818,0.004545455,0,0.090909091,0.718181818,0.045454545,0.575,0.036363636,,0,0,,,,,,,0.140909091,0.241534777,0,0.278212255,0.239394068,0.226788909,0.372881353,0,0,
2/3/2015,10889,FW08NV014,1,26-Jun-08,2008,40.74129868,-115.5543686,PROB,WADEABLE,YES,40.74095,115.55271,2nd,,WMTNS,XER,XE-SOUTH,WADEABLE,148.5,0,M,Poplar/Cottonwood,UNC_NARROW,SINGLE,2.036760002,-3.16452149,1.906142223,-3.033903711,-1.127761488,-1.127761488,0,2.97029703,0,57.42574257,79.20792079,97.02970297,99.00990099,0,,0,100,1,3.791321468,0.454545455,2.836363636,2.186532507,1.027272727,11.39164502,13.53061224,1.25,0.16325,7.373963784,0.448975442,0.078695867,6.356117276,1.263112007,1.991919192,0.007022792,0,0.068181818,0.409104545,0.909122727,0.500018182,93.07692308,0.022727273,0.377272727,0,0.920454545,58.02139037,57.21925134,0.015909091,0,0.309090909,1.023863636,0.032954545,0.6625,0.148863636,,0,1,,,,,,,0.239090909,0.427121401,0.476199206,0.544983749,0.280203246,0.359180353,0.482057378,0,0,
2/3/2015,10890,FW08NV015,1,27-Jun-08,2008,41.01579472,-116.0832885,PROB,WADEABLE,YES,41.01598,116.08259,2nd,,WMTNS,XER,XE-SOUTH,WADEABLE,,0,,,CON_VSHAPED,SINGLE,,,2.163099235,-1.838855748,0.324243487,0.324243487,0,51.42857143,0,36.19047619,40.95238095,48.57142857,61.9047619,0,,0,100,0,0.685168037,0.390909091,2.672727273,4.915478,1.054545455,23.125,4.83,0.95,0.0454,2.188376087,0.256494588,0.017184448,6.187859401,1.98554,,,0,0,1.5,1.5,0,69.36363636,0.497727273,0.511363636,0,0.204545455,0,0,0,0,0.077272727,0.518181818,0.243181818,0.318181818,0.040909091,,0,0,,,,,,,0.134772727,0.175342557,0.6,0.453079935,,0.269994303,0.378512077,,,
2/3/2015,10893,FW08NV019,1,22-Jul-08,2008,40.70240853,-116.5235212,PROB,WADEABLE,YES,40.70406,116.52433,7th,,WMTNS,XER,XE-SOUTH,WADEABLE,594,1,,,CON_BROAD,SINGLE,1.181005553,-1.202114124,0.952470028,-0.973578599,-0.021108571,-0.021108571,0,28.57142857,0,20.95238095,61.9047619,71.42857143,81.9047619,0,,6,94,7,21.80888592,0.672727273,28.6,0.109817464,1.545454545,39.99789076,73.69,24.93684211,16.85152632,22.31170142,14.26313081,7.067644574,21.83726211,1.737094941,0,0,0,0,0.83335,1.3561,0.52275,78.36363636,0.225,0.036363636,0,0.134545455,4.812834225,0.267379679,0,0,0.417045455,0.681818182,0.302272727,0.164772727,0.168181818,,0,7,,,,,,,0.287670455,0.259616073,0.575569798,0.302777872,0.295954484,0.57197021,0.419406791,0,0,
2/3/2015,10895,FW08NV019,2,11-Aug-08,2008,40.70240853,-116.5235212,PROB,WADEABLE,NO,40.70391,116.52406,7th,,WMTNS,XER,XE-SOUTH,WADEABLE,594,1,,,CON_BROAD,SINGLE,0.714338267,-0.973989881,0.551514939,-0.811166553,-0.259651613,-0.259651613,0,24.76190476,0,29.52380952,62.85714286,75.23809524,91.42857143,0,,4,96,0,20.96395056,0.627272727,28.8,0.052998702,1.363636364,56.78059564,56.32,25.095,12.44685,20.34643393,15.26483661,5.479139149,25.20871882,1.892582794,0.117171717,4.06846E-05,0,0,0.9394,2.015195455,1.075795455,81.18181818,0.140909091,0.059090909,0,0.136363636,3.20855615,0,0,0,0.380681818,0.630681818,0.361363636,0.179545455,0.159090909,,0,0,,,,,,,0.271306818,0.226346383,0.668346542,0.361264807,0.372229236,0.608281993,0.440202875,0,0,
